url,food,course,ingredients,instructions
https://www.kawalingpinoy.com/picadillo-soup/,Picadillo,"Main Entree, Soup","1 tablespoon canola oil, 1 small onion, peeled and chopped, 2 cloves garlic, peeled and minced, 2 pounds chuck roast, cut into 1 inch cubes, 1 tablespoon fish sauce, 2 large tomatoes, chopped, 3 cups water, 2 pieces chayote, peeled and cut into 1-inch cubes, salt and pepper to taste","In a pot over medium heat, heat oil. Add onions and garlic and cook until softened.
Add beef and cook, stirring occasionally, until no longer pink. 
Add fish sauce and continue to cook for about 1 to 2 minutes.
Add tomatoes and cook until softened and begins to release juice. 
Add water and bring to a boil. Lower heat, cover and cook for about 1 to 1 1/2 hours or until tender.
Add chayote and cook for about 7 to 10 minutes or until tender.
 Season with salt and pepper to taste. Serve hot."
https://www.kawalingpinoy.com/spicy-tahong/,Spicy Tahong,"Appetizer, main dish","2 pounds mussels, 4 tablespoons olive oil, 1 head garlic, peeled and minced, 6 Thai chili peppers, stemmed and minced, 1 onion, peeled and sliced thinly, 1 bell pepper, cored, seeded, and cut into thin strips, 1/4 cup tomato sauce, 2 tablespoons dry sherry, salt and pepper to taste","Soak the mussels in a bowl of cold water for about 30 minutes. Rinse and drain well. Pull the beard and byssus from the shell to remove.
Place in a pot with enough water to cover. Bring to a boil just until the shells begin to open.
Completely pry open the shells and using a small knife, cut the rubbery muscle which holds the mussel on the shell. Discard shells and set aside the meat.
In a wide pan over medium heat, warm olive oil. Add garlic and chili peppers and cook, stirring regularly, for about 1 to 2 minutes or until fragrant.
Increase the heat to high. Add onions and bell pepper and cook, stirring regularly, for about 1 minute or until tender yet crisp.
Add mussels and continue to cook for about 3 to 5 minutes.
Add tomato sauce and wine. Continue to cook for about 4 to 5 minutes, stirring regularly. Season with salt and pepper to taste."
https://www.kawalingpinoy.com/chicken-pochero/,Chicken Pochero,Main Entree,"1/4 cup canola oil, 3 saba bananas, peeled and halved, 2 medium potatoes, peeled and quartered, 1 onion, peeled and thinly sliced, 2 cloves garlic, peeled and minced, 3 pounds chicken, cut into serving parts, 1 tablespoon fish sauce, 1 cup tomato sauce, 3 cups water, 2 chorizo de bilbao, cut into 1-inch thick pieces, 1 cup garbanzo beans, 12 pieces green beans, ends trimmed, 1/2 napa cabbage, end trimmed and leaves halved, 1 bunch pechay, ends trimmed and leaves separated, salt and pepper to taste","In a pot over medium heat, heat oil. Add bananas and fry until lightly browned. Remove from pan and drain on paper towels.
Add potatoes and fry until lightly browned. Remove from pan and drain on paper towels.
Remove excess oil except for about 2 tablespoons. Add onions and garlic and cook until softened.
Add chicken and cook, stirring occasionally, until lightly browned and juices run clear.
Add fish sauce and cook for another 1 to 2 minutes.
Add tomato sauce and water and bring to a boil, skimming any scum that accumulates on top.
Lower heat, cover, and cook for about 15 to 20 minutes or until chicken is cooked.
Add potatoes and cook until tender.
Add chorizo de bilbao, garbanzo beans, and bananas. Cook until heated through.
Add green beans and napa cabbage and cook for another 2 to 3 minutes.
Add pechay and cook for about 1 minute or until vegetables are tender yet crisp. Serve hot.
Season with salt and pepper to taste."
https://www.kawalingpinoy.com/pork-bistek/,Pork Bistek,Main Entree,"3 pounds bone-in pork chops, about 1/4 inch thick, 1/2 cup calamansi or lemon juice, 1/4 cup soy sauce, 1 large onion, peeled and sliced thinly, 1 head garlic, peeled and minced, 1/4 teaspoon pepper, 3 tablespoons canola oil, 1 cup water, salt to taste, 1 small onion, peeled and sliced into rings","In a bowl, combine pork, calamansi or lemon juice, soy sauce, onions, garlic, and pepper. Massage the marinade into the meat and marinate for about 30 minutes.
Drain meat, onions, and garlic from marinade, squeezing and reserving excess liquid. Set aside.
In a pan over medium-high heat, heat 2 tablespoons of the oil. Add pork chops and cook for about 2 to 4 minutes per side or until lightly browned. Spoon out and reserve released meat juices during frying. Remove meat from pan and keep warm.
In the pan, add the remaining 1 tablespoon oil. Add the reserved onions and garlic, and cook, stirring regularly, until softened.
Return meat to pan.
Add reserved marinade and meat juices.
Add water and bring to a boil, skimming scum that floats on top.
Cover, lower heat and simmer for about 40 to 50 minutes or until meat is fork-tender and liquid is reduced.
Season with salt to taste.
Add the onion rings. Turn off heat, cover and allow onion slices to cook slightly in the steam. Serve hot."
https://www.kawalingpinoy.com/guava-in-coconut-cream/,Guava in Coconut Cream,"Dessert, Snack","1 can (13.5 ounces) coconut milk, 1/2 cup sugar, 1/2 teaspoon salt, 2 cups guavas, peeled, seeded, and sliced, 1/2 cup cooked mini sago, 1/2 cup coconut cream","In a pot over medium heat, combine coconut milk, sugar, and salt. Bring to a simmer, stirring regularly until sugar and salt are dissolved.
Add guava and stir to distribute. Cover, lower heat, and cook for about 3 to 5 minutes or until softened.
Add sago pearls and continue to cook until heated through and sauce is slightly thickened.
Remove from heat and ladle into serving bowls. Drizzle with coconut cream, if desired. Serve warm or cold."
https://www.kawalingpinoy.com/tonkatsu/,Tonkatsu,Main Course,"4 center cut pork chops, about 1/2 inch thick, canola oil, salt and pepper to taste, 1/2 cup flour, 2 eggs, well beaten, 1 1/2 cups panko bread crumbs, 1/2 head cabbage, finely shredded, tonkatsu sauce","Cut two slits about 2 inches apart through the fat and connective tissue on each of the pork chops. Season with salt and pepper to taste.
In wide heavy bottomed skillet over medium heat, heat about 2-inches deep of oil to about 350 F.
Place flour in one plate, the bread crumbs in another plate, and the beaten eggs in a bowl. Lightly dredge pork chop in flour, dip in eggs and then roll in bread crumbs, patting down crumbs to fully coat. Repeat with remaining pork chops.
Add pork chops into hot oil and deep-fry, turning as needed, for about 8 to 10 minutes or until breading is golden and pork is cooked through.
Remove from pan and drain on a wire rack set over a baking sheet. Let rest for about 2 to 3 minutes before slicing.
Serve with a generous heap of shredded cabbage and a side of tonkatsu sauce."
https://www.kawalingpinoy.com/ginataang-hipon/,Ginataang Hipon,Main Entree,"1 tablespoon canola oil, 1 onion, peeled and chopped, 1 thumb-size ginger, peeled and julienned, 4 cloves garlic, peeled and minced, 1 tablespoon fish sauce, 1 can (13.5 ounces) coconut milk, 2 Thai chili peppers or Finger chili peppers, 1 pound large shrimps, tendrils trimmed, salt and pepper to taste","In a pot, heat oil over medium heat. Add onions, ginger, garlic, and cook, stirring regularly, until softened.
Add fish sauce and continue to cook, stirring regularly, for about 1 minute.
Add coconut milk and chili peppers and bring to a simmer. Lower heat and continue to cook for about 10 to 15 minutes or until reduced in half and starts to render fat.
Add shrimp. Cook, stirring occasionally, until shrimp change color and are cooked through and sauce is thickened.
Season with salt and pepper to taste. Serve hot."
https://www.kawalingpinoy.com/tibok-tibok/,Tibok-Tibok,Dessert,"1 cup coconut cream, 4 cups fresh carabao’s milk (or cow’s milk), 1 cup rice flour, 1 cup sugar, 1/2 teaspoon salt (if using cow’s milk)","In a pan over medium heat, add coconut cream and bring to a boil. Continue to cook, stirring occasionally, until liquid starts to thicken.
Lower heat and simmer. As oil starts to separate and solids begin to form, regularly stir and scrape sides and bottom of the pan to prevent from burning. Continue to cook and stir until curds turn golden brown.
Using a fine mesh sieve or colander, drain latik. Reserve oil.
Generously brush bottom and sides of 7 x 5-inch pan with coconut oil and set aside.
In a heavy-bottomed pot, combine milk, rice flour, and sugar. Add salt if using cow's milk. Whisk together until smooth and well-blended.
Over medium-low heat, bring to a simmer, whisking regularly. Continue to cook, whisking regularly, for about 10 to 15 minutes or until mixture thickens to a smooth thick paste.
Gently transfer milk mixture to prepared pan. Smooth and evenly distribute using a spatula. 
Allow to slightly cool and set. Generously brush with coconut oil and garnish with latik. Cut into serving slices."
https://www.kawalingpinoy.com/biscocho/,Biscocho,Snack,"8 pieces pandesal rolls, 1 cup butter, softened, 1/2 cup sugar","Using a serrated knife, trim off the top and bottom of the pandesal very thinly and cut each roll into halves, about 1/2-inch thick.
In a small bowl, combine butter and sugar and stir until smooth.
Spread the butter-sugar mixture thinly on each side of the bread slices.
Arrange the coated bread on a wire rack set over a baking sheet. Bake in a 200 F oven for about 1 1/2 to 2 hours or until dry and crunchy.
Remove from the oven and allow to cool."
https://www.kawalingpinoy.com/korean-ground-beef/,Korean Ground Beef,Main Entree,"1 tablespoon vegetable oil, 2 cloves garlic, peeled and minced, 1 thumb size ginger, peeled and finely minced, 1 pound ground beef, 1/4 cup low-sodium soy sauce, 3 tablespoons brown sugar, 1 tablespoon sesame oil, 1/2 teaspoon crushed red pepper flakes, 1/4 cup green onions, chopped, sesame seeds, toasted","In a wide pan over medium heat, heat vegetable oil. Add garlic and ginger and cook until aromatic. 
Add ground beef and cook, breaking apart with the back of a spoon, for about 3 to 5 minutes or until lightly browned. Drain excess fat.
In a bowl, combine soy sauce, sugar, sesame oil, and red pepper flakes. Stir until sugar is dissolved. Add to the pan.
Continue to simmer until beef is cooked through. 
Add green onions and cook, stirring to distribute, for about 1 minute. 
Serve over steamed rice and garnish with green onions and toasted sesame seeds. Serve hot."
https://www.kawalingpinoy.com/pinakupsan/,Pinakupsan,Main Entree,"2 pounds pork belly, cut into 2 inch pieces, 2 teaspoons salt","In a bowl, season pork with the salt.
Over high heat, preheat a wide, thick-bottomed pan. Place pork in the pan in a single layer.
Cook, turning occasionally, for about 7 to 10 minutes or until pork begins to render fat.
When the pork has released oil, decrease heat to low. Cover and continue to cook, turning occasionally, until pork pieces are golden brown and reduced in size.
With a slotted spoon, remove from pan and drain on a wire rack set over a baking sheet. Serve with spicy vinegar dip or store for future use."
https://www.kawalingpinoy.com/instant-pot-boba-milk-tea/,Instant Pot Boba Milk Tea,Beverage,"1/2 cup tapioca pearls, uncooked, 3 cups water, 3 black tea bags, 1/2 cup sugar, milk, ice","Place tapioca pearls, water, and black tea in the inner of the Instant Pot.
Close lid and position valve in the sealing position. Cook on high pressure for 2 minutes.
Do a quick release. Carefully open the lid. Remove and discard the tea bags.
Set on SAUTE function. Add sugar and cook for about 1 to 2 minutes or until dissolved.
 Turn off SAUTE FUNCTION and allow the tea mixture to cool completely.
In a serving glass, combine boba, ice, and tea. Add milk as desired and shake to distribute. Serve with a straw."
https://www.kawalingpinoy.com/adobong-pusit-sa-gata/,Adobong Pusit sa Gata,Main Entree,"2 pounds squid, 4 cloves garlic, peeled and chopped, 1/2 cup vinegar, 1/2 cup water, 1 bay leaf, salt and pepper to taste, 1 tablespoon canola oil, 1 onion, peeled and sliced thinly, 1 thumb-sized ginger, peeled and julienned, 2 large Roma tomatoes, chopped, 1 tablespoon fish sauce, 1 cup coconut milk, 2 Thai chili peppers, stemmed and minced","Holding the squid firmly, pull the head from the body including internal parts and tentacles. Pull out the clear cartilage inside the tube and discard.
Under cold running water, wash the inside and out to remove any debris or excess ink. Drain well and pat dry.
In a pot over medium heat, combine squid, 2 cloves of the garlic, vinegar, water, and the bay leaf. Bring to a boil, uncovered and without stirring, for about 3 to 5 minutes or just until squid changes color. Remove from heat and drain, reserving about 1 cup of the liquid.
In a pot over medium heat, heat oil. Add onions, ginger, the remaining 1/2 of the garlic. Cook until softened.
Add tomatoes and cook, mashing with the back of a spoon, until softened.
Add fish sauce and cook for about 1 minute.
Add coconut milk, reserved liquid, and chili peppers. Bring to a simmer and continue cook until liquid is reduced and begins to render fat.
Add squid and cook for about 3 to 5 minutes or until heated through.
Season with salt and pepper to taste. Serve hot."
https://www.kawalingpinoy.com/sisig/,Sizzling Sisig,"Appetizer, Main Entree","2 pounds pig face (snouts, ears, and jowls), 1 cup vinegar, 1/4 cup soy sauce, 1 head garlic, peeled and crushed, 1 teaspoon whole peppercorns, 2 bay leaves, 1 tablespoon salt, water, 1 large onion, peeled and diced, 6 Thai chili peppers, stemmed and minced, 1/2 cup calamansi juice, 1 tablespoon Liquid seasoning (I used Maggi), 1/2 cup liver spread, pepper to taste","In a large pot, combine pig face, vinegar, soy sauce, garlic, peppercorns, bay leaves, about 1 tablespoon salt,  and enough water to completely cover pork. 
Bring to a boil, skimming scum that floats on top. Lower heat, cover, and simmer for about 50 minutes to 1 hour or until meat is tender. Remove from heat and drain well, discarding liquid.
Over a hot grill, grill pork for about 7 to 10 minutes on each side or until crisp and slightly charred. Or arrange in a single layer on a baking sheet and broil in a 450 F oven for about 4 to 5 minutes or until nicely charred. 
Remove from heat, allow to cool to touch, and chop meat.
In a large bowl, combine chopped meat, onions, chili peppers, calamansi juice., and liquid seasoning. 
And liver spread and gently stir to combine. Season with salt and pepper to taste.
To serve, transfer to sizzling hot plates. "
https://www.kawalingpinoy.com/how-to-make-ginisang-bagoong/,How to Make Ginisang Bagoong,Condiment,"2 cups bagoong alamang, preferably colorless, 1/4 cup canola oil, 1/2 cup sugar, 2 Thai chili peppers, optional, 1 tablespoon corn starch, 2 tablespoons water","Using a fine-mesh sieve, rinse shrimp paste under cold, running water to rid of excess saltiness. Drain well.
In a wide pan over medium heat, heat oil.
Add sugar and cook, stirring regularly, until sugar is dissolved and lightly browns.
Add bagoong and cook, stirring regularly, for about 3 to 5 minutes or until color darkens.
Add minced peppers, if using.
In a small bowl, combine corn starch and water and stir until smooth.
Add cornstarch slurry to the pan and stir until well-distributed. Continue to cook until the shrimp paste is slightly thickened."
https://www.kawalingpinoy.com/tikoy/,Tikoy,"Appetizer, Breakfast","canola oil, 1 cup sugar, 1 1/4 cups water, 2 1/2 glutinous rice flour, 2 eggs","Fill the steamer pot with water and bring to a boil. Arrange the steamer basket over the pot.
Generously brush the bottom and sides of the round pan with oil and set aside.
 In a bowl, combine sugar and water. Stir until dissolved.
In a large bowl, place glutinous rice flour. Gradually add water and whisk until smooth and lump-free.
Transfer the batter to the prepared pan and place in the steamer basket. Cover with a kitchen towel and steamer lid. Steam for about 50 to 60 minutes or until a toothpick inserted in the center comes out clean.
Remove pan from the steamer and allow the tikoy to cool completely. Run a knife on the edges to loosen the tikoy and invert on a flat working surface lined with plastic film.
Wrap the tikoy tightly with the plastic film and refrigerate for about 4 hours to overnight.
In a wide pan over medium heat, heat about 2 tablespoon oil.
Slice into ¼ inch thick pieces.
In a bowl, beat the eggs. Dip slices in beaten eggs to coat.
Place the tikoy slices single layer in the pan and fry for about 2 to 3 minutes on each side or until golden brown and slightly crispy on the outside, soft and chewy on the inside."
https://www.kawalingpinoy.com/mango-ice-cream/,Mango Ice Cream,Dessert,"2 large mangoes (or enough to make 1 cup mango pulp), 1 can (14 ounces) sweetened condensed milk, 2 cups heavy cream, 2 drops yellow food coloring, optional","Slice mangoes and scoop flesh, discarding pit and skin. In a blender or food processor, process mango to an applesauce-like consistency.
In a large bowl, combine mango pulp, condensed milk, and heavy cream.
Using an electric mixer at low speed, beat mixture until it begins to thicken. Increase speed to medium and continue to beat for about 8 to 10 minutes or until stiff peaks form. 
While beating, squeeze a few drops of food coloring until the desired color is achieved.
Transfer mixture into a 9 x 5 loaf pan. Cover with plastic film, lightly pressing the film against the surface of the cream mixture.
Freeze for at least 6 hours or overnight. Serve frozen."
https://www.kawalingpinoy.com/ube-macapuno-ice-cream/,Ube Macapuno Ice Cream,Dessert,"2 cups heavy cream, very cold, 1 can (14 ounces) condensed milk, chilled, 1 cup ube, cooked, mashed and chilled, 3 drops ube extract, 1 cup macapuno strips, rinsed and drained well","In a large bowl, combine heavy cream, condensed milk, and mashed ube. Using a hand mixer at low speed, beat mixture until it begins to thicken.
Increase speed to medium and continue to beat for about 8 to 10 minutes or until stiff peaks form.
While beating, squeeze a few drops of ube extract until the desired color is achieved.
Add macapuno strips and gently fold in to distribute, making sure not to deflate the cream mixture.
Transfer mixture into a 9 x 5 loaf pan. Cover with plastic film, lightly pressing the film on the surface of the cream mixture.
Freeze for at least 6 hours or overnight. Serve frozen."
https://www.kawalingpinoy.com/tortang-dulong/,Tortang Dulong,Main Entree,"3 tablespoons canola oil, 2 cloves garlic. peeled and minced, 1 small onion, peeled and chopped, 1 Roma tomato, chopped, 2 cups silverfish, drained well, 4 eggs, salt and pepper to taste, 2 tablespoons flour, 2 tablespoons green onions, chopped","In a pan over medium heat, heat about 1 tablespoon oil. Add onions and garlic and cook until softened.
Add tomatoes and cook for about 1 to 2 minutes or until slightly softened.
Add silverfish and cook for about 1 to 2 minutes or until heated through. Drain mixture VERY well.
In a bowl, add eggs and whisk until well beaten. Season with salt and pepper to taste.
Add flour and stir until smooth.
Add fish mixture and green onions. Stir until just combined.
In a wide, nonstick skillet over medium heat, heat another 2 tablespoons oil and swirl around to fully coat bottom of the pan.
Add about 1/2 cup of egg mixture and cook for about 1 to 2 minutes or until eggs begin to set and lightly brown. Using a spatula, gently flip to the other side. Continue to cook for another 1 minute or until both sides are lightly browned.
Remove from pan. Repeat with the remaining egg mixture. Serve hot."
https://www.kawalingpinoy.com/bopis/,Bopis,"Appetizer, Main Entree","2 pounds minced pork lungs, 1/2 cup vinegar, 1 teaspoon salt, 2 tablespoons canola oil, 1 onion, peeled and chopped, 4 cloves garlic, peeled and minced, 1 tablespoon fish sauce, 1 large carrot, peeled and diced, 1/2 green bell pepper, seeded and chopped, 1/2 red bell pepper, seeded and chopped, 4 Thai chili peppers, stemmed and chopped","In a bowl, combine minced pork lung (or bopis mix), vinegar, and salt. Marinate for about 10  minutes.
In a wide skillet over medium heat, heat oil. Add onions and garlic and cook until softened.
Add fish sauce.
Add minced pork lungs and bring to a boil. Cook, stirring occasionally, for about 20 to 30 minutes or until liquid is mostly absorbed and meat begins to sizzle.
Add carrots, bell peppers, and chili peppers. Continue to cook for about 2 to 3 minutes or until vegetables are tender-crisp."
