url,food,course,ingredients,instructions
https://panlasangpinoy.com/filipino-cuban-spanish-food-chicken-empanada-picadillo-recipe/,Chicken Empanada Recipe,Snacks,"1 1/2 lbs chicken breast cut into cubes, 1 Knorr chicken cube, 1 cup potato diced, 1 cup carrot diced, 1 cup green peas, 1/4 cup raisins, 1 onion minced, 1 tablespoon garlic minced, 2 tablespoons oyster sauce, 2 tablespoons soy sauce, 1 teaspoon sugar, Salt and ground black pepper to taste, 2 tablespoon cooking oil, 3 cups flour, 4 tablespoons sugar, 1 cup butter, 1/2 teaspoon baking powder, 6 tablespoon water cold, 1 egg","Start cooking the filing by heating the cooking oil in a pan.
Once the oil is hot, saute the garlic and onion.
Add the chicken breast then cook until color turns light brown (about 5 minutes)
Add oyster sauce, soy sauce, and Knorr chicken cube. Stir and cover the pot. Cook for 5 minutes.
Put-in carrots and potatoes. Cook for another 5 minutes
Add the green peas, raisins, and sugar then simmer for 3 minutes
Season with salt and ground black pepper. Turn off the heat, drain the excess liquid, and set aside.
Make the dough by combining the dry ingredients in a mixing bowl starting with the all-purpose flour, sugar, baking powder, and salt. Mix well using a wire whisk.
Cut the butter into small thin pieces place in the mixing bowl with the dry ingredients.(the butter should be cold and solid before doing this)
Add water gradually and mix all the ingredients thoroughly until a dough is formed. You may use a pastry blender to ease the process.
Divide the dough into individual pieces by grabbing a piece from the whole mixture and rolling it in your hand until a spherical shape is formed. Do this until all the dough is consumed. Set aside in a cool place for at least 20 minutes
Flatten the spherical dough by pressing it with your palm against a flat surface. Use a rolling pin to flatten it fully while creating a round shape.
Arrange about a quarter to half a cup of filling (the chicken that you cooked in the first few steps) at the middle of the flattened dough. Fold the dough so that opposite ends meet (you should have formed a half moon shaped dough)then press the edges and seal. (refer to the video for the technique)
After all the fillings are consumed, crack the egg and separate the white from the yolk. Beat the egg white lightly and mix a little water.Glaze the crust by brushing the egg wash.
Put a wax paper on top of a baking tray or grease the baking tray then arranged the sealed doughs.
Pre-heat oven at 400 degrees Fahrenheit for 10 minutes. Bake the sealed doughs for 25 minutes at the same temperature.
Remove from the oven.
Serve hot. Share and Enjoy!"
https://panlasangpinoy.com/pork-sinigang-na-baboy-recipe/,Pork Sinigang Recipe,Main Course,"2 lbs pork belly or buto-buto, 1 bunch spinach or kang-kong, 3 tablespoons fish sauce, 12 pieces string beans sitaw, cut in 2 inch length, 2 pieces tomato quartered, 3 pieces chili or banana pepper, 1 tablespoons cooking oil, 2 quarts water, 1 piece onion sliced, 2 pieces taro gabi, quartered, 1 pack sinigang mix good for 2 liters water","Heat the pot and put-in the cooking oil
Sauté the onion until its layers separate from each other
Add the pork belly and cook until outer part turns light brown
Put-in the fish sauce and mix with the ingredients
Pour the water and bring to a boil
Add the taro and tomatoes then simmer for 40 minutes or until pork is tender
Put-in the sinigang mix and chili
Add the string beans (and other vegetables if there are any) and simmer for 5 to 8 minutes
Put-in the spinach, turn off the heat, and cover the pot. Let the spinach cook using the remaining heat in the pot.
Serve hot. Share and enjoy!"
https://panlasangpinoy.com/filipino-food-pork-adobo-recipe/,Pork Adobo Recipe,Main Course,"2 lbs pork belly, 2 tablespoons garlic minced or crushed, 5 dried bay leaves, 4 tablespoons vinegar, 1/2 cup soy sauce, 1 tablespoon peppercorn, 2 cups water, Salt to taste","Combine the pork belly, soy sauce, and garlic then marinade for at least 1 hour
Heat the pot and put-in the marinated pork belly then cook for a few minutes
Pour remaining marinade including garlic.
Add water, whole pepper corn, and dried bay leaves then bring to a boil. Simmer for 40 minutes to 1 hour
Put-in the vinegar and simmer for 12 to 15 minutes
Add salt to taste
Serve hot. Share and enjoy!"
https://panlasangpinoy.com/pork-afritada-recipe/,Pork Afritada Recipe,Main Course,"2 lbs pork shoulder cubed, 1 Knorr Pork Cube, 3 hot dogs sliced, 2 carrots sliced into small wedges, 2 potato cube, 8 oz. tomato sauce, 3/4 cup green peas, 1 tomato cubed, 4 dried bay leaves, 1 onion chopped, 6 cloves garlic chopped, 3 cups water, 3 tablespoons cooking oil, Salt and ground black pepper to taste","Heat oil in a cooking pot.
Once the oil gets hot, saute onion and garlic until onion softens.
Add pork Saute until brown.
Pour tomato sauce and water. Stir and let boil.
Add Knorr Pork Cube. Stir. Add dried bay leaves. Cover and cook in medium heat for 30 minutes. Note: Add more water if needed.
Add hotdogs. Cook for 10 minutes.
Add carrot and potato. Cover and cook for 8 minutes.
Add green peas. Cook for 3 to 5 minutes.
Season with salt and ground black pepper.
Transfer to a serving plate. Serve.
Share and enjoy!"
https://panlasangpinoy.com/chicken-curry-pinoy-style/,Pinoy Chicken Curry Recipe,Main Course,"2 lbs. chicken cut into serving pieces, 1 tablespoon curry powder, 1 piece potato cubed, 4 cloves garlic minced, 2 stalks celery sliced, 1 piece red bell pepper sliced, 2 pieces long green pepper, 1 piece onion chopped, 2 thumbs ginger cut into strips, 2 cups coconut milk, 1/2 cup all-purpose cream optional, 1 cup water, fish sauce and ground black pepper to taste","Heat oil in a pan. Fry potato for 1 minute per side. Remove from the pan. Set aside.
Using the remaining oil, saute garlic, onion, celery, and ginger until onion softens.
Add the chicken pieces. Saute until the outer part of the chicken turns light brown.
Add 1 tablespoon fish sauce. Continue sautéing for 1 minute.
Pour-in coconut milk and water. Let boil.
Add curry powder. Stir until the powder is completely diluted. Cover the pot and continue cooking between low to medium heat until the liquid reduces to half.
Add the red bell pepper and pan fried-potato. Cook for 5 minutes.
Season with fish sauce and ground black pepper as needed. You can also add all-purpose cream if desired.
Transfer to a serving bowl. Serve and enjoy!"
https://panlasangpinoy.com/filipino-foodpork-fried-tofu-tokwat-baboy-recipe/,Tokwat Baboy Recipe,none,"1 lb pig ears, 1 lb pork belly liempo, 1 lb tofu extra firm tofu, 1 1/2 cup white vinegar, 1/4 cup soy sauce, 1 tablespoon sugar, 1 tablespoon salt, 1 tablespoon whole peppercorn, 1 piece onion sliced, 2 stalks scallions cut in 1/2 inch length, 1/8 teaspoon ground black pepper, 5 cups water, 2 cups cooking oil","Pour-in water in a pot and bring to a boil
Add salt and whole peppercorn
Put-in the pig’s ears and pork belly then simmer until tender (about 30 mins to 1 hour)
Pour cooking oil on a separate pan and allow to heat
When the oil is hot enough, deep-fry the tofu until color turns golden brown and outer texture is somewhat crispy
Cube the fried tofu and slice the boiled pig’s ears and pork belly into bite-sized pieces then set aside
Combine the sugar, salt, soy sauce, and vinegar in bowl. Stir.
Microwave for 1 minute.
Add the ground black pepper, onions, green onions, and chili pepper. Transfer the sauce in a serving bowl.
Place the sliced meat and tofu in a serving plate with the bowl of sauce by the side
Serve hot! Share and Enjoy!"
https://panlasangpinoy.com/betamax-recipe/,Betamax Recipe,Appetizer,"2 lbs. coagulated chicken blood, 1 Knorr Chicken cube, 1 teaspoon garlic powder, ¼ teaspoon ground black pepper, 1/4 cup soy sauce, 1/4 cup white vinegar, 3/4 cup water, ¼ cup garlic oil, 2 tablespoons soy sauce, 3/4 cup white vinegar, 2 teaspoons fish sauce, 5 cloves garlic sliced, 1 onion sliced, 5 Thai chili pepper chopped, Salt and ground black pepper to taste","Cut the chicken blood into cubes.
Arrange the cubed blood in a cooking pot. Add soy sauce, vinegar, and water. Let boil. Baste the blood with the mixture (pour the mixture onto the blood by gently scooping with a spoon).
Add garlic powder, ground black pepper, and Knorr Chicken Cube. Cook for 5 minutes.
Transfer the chicken blood (without the sauce) to a clean plate. Let it cool down. Gently skewer using a bamboo stick.
Brush garlic oil all over. Arrange in an air fryer. Cook for 5 minutes per side at 200 degrees Celsius.
Make the dipping sauce by combining all the dipping sauce ingredients. Stir until well blended.
Serve the Betamax along with the spicy dipping sauce.
Share and enjoy!"
https://panlasangpinoy.com/filipino-style-escabeche/,Filipino Style Escabeche,"Fish Recipe, Main Course","2 lbs fish (large) sliced into serving pieces, ¾ cup cooking oil, 2 tablespoons salt, 1 onion thinly sliced, 3 cloves garlic chopped, 2 thumbs ginger Julienne, 1 red bell pepper Julienne, 1 green bell pepper Julienne, 1 carrot Julienne, 3 tablespoons white vinegar, 4 tablespoons banana ketchup, 3 tablespoons white sugar, 1 cup water, 1 tablespoon cornstarch, 2 tablespoons cooking oil, Salt and ground black pepper to taste","Rub salt all over the fish slices. Let it stand for 5 minutes.
Heat cooking oil. Fry both sides of the fish until it turns golden brown in color. Remove the fish from the pan and arrange on a serving plate.
Make the escabeche sauce by heating 2 tablespoons of oil in a pan. Sauté garlic and onion until the latter softens.
Add tomato ketchup, vinegar, sugar, and water. Stir and let boil.
Put the bell peppers and carrots into the pan. Cook for 3 minutes.
Season with salt and pepper.
Combine cornstarch with 2 tablespoons of water. Mix well. Pour the mixture into the pan. Stir until the sauce thickens to your desired consistency.
Pour the escabeche sauce over the fried fish. Serve warm.
Share and enjoy!"
https://panlasangpinoy.com/baked-garlic-salmon-and-easy-tofu-sisig/,Baked Garlic Salmon and Easy Tofu Sisig,Main Course,"2 lbs. salmon fillet, ½ cup Lady’s Choice Mayonnaise, 1 tablespoon lemon juice, ¼ cup Parmesan cheese, 3 tablespoons toasted garlic, 1 teaspoon salt, 1 lb. tofu cut into cubes, 1 red bell pepper sliced, 1 green bell pepper sliced, 1 onion diced, 4 tablespoons butter unsalted, ½ cup Lady’s Choice Mayonnaise, 2 teaspoons Knorr Liquid Seasoning Chili flavor, ½ teaspoon onion Powder, A dash of ground black pepper, 3 tablespoons water","Start making the tofu sisig by air frying the tofu for 15 minutes. Set it aside once done.
Make the dressing by combining all the tofu sisig dressing ingredients in a bowl. Mix well. Set aside.
Heat 2 tablespoons of butter in a pan. Saute the onion until it softens. Add bell peppers and continue cooking for 1 minute. Add the air fried tofu. Cook for 30 seconds.
Melt the remaining butter in a metal plate (sizzling plate). Transfer the tofu sisig and top with the dressing. Serve while its sizzling hot.
Meanwhile, start making the garlic salmon by preheating the oven to 180C (around 356F). Rub salt all over the salmon and arrange on a baking pan.
Make the topping by combining Lady’s Choice Mayonnaise and lemon juice. Mix well and spread over the salmon fillet.
Bake the salmon for 12 to 15 minutes. Top with Parmesan cheese and toasted garlic. Serve. Share and enjoy!"
https://panlasangpinoy.com/pork-and-chicken-sinigang/,Pork and Chicken Sinigang,Main Course,"1 lb. pork belly cubed, 1 lb. chicken cut into serving pieces, 44 g Knorr Sinigang sa Sampaloc Mix Original, 1 onion wedged, 5 tomato wedged, 5 taro (gabi) diced, 1 daikon radish sliced, 12 okra, 5 long green pepper, 15 string beans cut into 2-inch pieces, 3 eggplant sliced, 2 cups kangkong leaves, 1 ½ quarts water, 2 tablespoons cooking oil, Fish sauce and ground black pepper to taste","Heat oil in a cooking pot. Saute pork until most of the fat renders. Add chicken. Continue sautéing until the exterior of the chicken turns light brown in color.
Add onion, taro, daikon radish, and half of the tomato. Cook for 5 minutes. Remove the chicken and set it aside.
Pour water into the cooking pot. Let boil.
Add Knorr Sinigang sa Sampaloc Recipe Mix. Cover the pot and continue cooking in low heat until the pork gets tender (note: around 1 hour).
Add the chicken back into the pot. Cook for 15 minutes.
Put the long green pepper, string beans, okra, and eggplant. Cook for 8 minutes.
Add the remaining tomatoes. Season with fish sauce and ground black pepper.
Add the kangkong leaves. Cover the pot. Turn the heat off and let it stay for 2 minutes.
Transfer to a serving bowl. Serve hot with rice.
Share and enjoy"
https://panlasangpinoy.com/bopis-pulutan-recipe/,Bopis Recipe,"Appetizer, Main Course, pulutan","3 lbs pork lungs, 1 Knorr Pork Cube, 5 dried bay leaves, 2 carrots diced, 3 thumbs ginger minced, 1 tablespoon annatto powder, 3 Thai chili pepper chopped, 1 onion diced, 5 cloves garlic minced, 5 tablespoons vinegar, 2 ½ cups water, ¼ teaspoon ground black pepper, 4 tablespoons cooking oil, Fish sauce to taste, 8 cups water, 5 dried bay leaves, 25 g sibot","In a large pot, boil 8 cups of water and then add the rest of the boiling ingredients. Put the pig’s lungs into the pot and continue boiling for 1 hours. Remove the lungs, let it cool down, and then dice into small pieces. Set aside.
Heat oil on a clean pot. Sauté garlic, onion, and ginger.
Add the diced lungs once the onion softens. Cook for 3 minutes while stirring.
Add vinegar. Cook for 2 minutes.
Pour 2 ½ cups of water into the pot. Let it boil.
Add Knorr Pork cube and bay leaves. Stir. Cover the pot and adjust the heat between low to medium setting. Continue cooking until the liquid reduces to half.
Add the carrot, chili pepper, and annatto powder. Cook for 3 minutes.
Season with ground black pepper and fish sauce.
Transfer to a serving plate. Share and enjoy!"
https://panlasangpinoy.com/malapot-na-pininyahang-manok/,Malapot na Pininyahang Manok,Main Course,"2 lbs. chicken cut into serving pieces, 1 Knorr Chicken Cube, 8 ounces pineapple chunks, 1 carrot thinly sliced crosswise, 1 red bell pepper sliced into squares, 1 green bell pepper sliced into squares, 3 tablespoons soy sauce, 2 tablespoons liver spread, 1 onion diced, 5 cloves garlic chopped, 4 tablespoons cooking oil, 2 cups water, 2 tablespoons cornstarch, 1 teaspoon sugar, Salt and ground black pepper to taste","Heat oil in a pan. Pan-fry the chicken pieces until the sides turns light brown in color. Remove from the chicken and set aside.
Sauté onion and garlic using the remaining oil.
Add the chicken back in once the onion softens.
Pour soy sauce and stir while deglazing the chicken residue stuck on the pan.
Add pineapple chunks and water. Let boil.
Put-in the Knorr Chicken Cube. Cover the pan. Adjust the heat between low to medium settings. Cook the chicken for 25 minutes.
Add liver spread and carrot. Cook for 5 minutes.
Add bell peppers. Season with salt and ground black pepper.
Combine cornstarch with 3 tablespoons of water. Mix well and then pour into the pan. Stir until the sauce reaches your desired thickness.
Add sugar. Cook for a minute.
Transfer to a serving plate. Serve warm with rice.
Share and enjoy!"
https://panlasangpinoy.com/easy-kilawing-kambing/,Kilawing Kambing,Appetizer,"2 lbs. goat skin cleaned, 2 tablespoons Knorr Liquid Seasoning Chili, 4 tablespoons ginger crushed, 6 tablespoons white vinegar, 2 tablespoons ginger minced, 10 Thai chili pepper chopped, 1 onion minced, ½ teaspoon onion powder, 1 tablespoon fish sauce, 1 ½ teaspoons sugar, 2 quarts water, ¼ teaspoon ground black pepper","Boil water in a cooking pot. Add the crushed ginger and goat skin. Continue boiling for 1 hour or until the skin tenderizes. Remove the skin from the pot and let it cool down.
Chop the skin into small pieces. Set aside.
In a large bowl, combine vinegar and sugar. Mix well until the sugar gets diluted. Add fish sauce, minced ginger, onion, chili pepper, and ground black pepper. Stir.
Put the chopped goat skin into the same bowl and then add onion powder and Knorr Liquid seasoning. Mix until all the ingredients are well blended.
Cover the bowl and refrigerate for at least 1 hour before serving.
Share and enjoy!"
https://panlasangpinoy.com/crispy-fried-chicken-recipe/,Crispy Fried Chicken,Fried Chicken,"3 lbs. chicken cut into individual pieces, 1 tablespoon salt, 3 cups cooking oil, 1 cup all-purpose flour, ¾ cup evaporated milk, 1 Knorr Chicken Cube, 2 eggs, ¾ cups all-purpose flour, 1 teaspoon baking powder, 2 teaspoons garlic powder, ½ teaspoon salt, ¼ teaspoon ground black pepper","Rub salt all over the chicken. Let it stay for 15 minutes.
Heat the oil in a cooking pot.
Prepare the batter. Start by pressing a fork on the chicken cube until it is completely squashed. Combine it with warm milk. Stir until well blended. Set aside.
Combine flour, baking powder, garlic powder, salt, and ground black pepper. Mix well using a fork or a wire whisk. Set aside.
Beat the eggs in a large mixing bowl. Add the milk mixture. Continue to beat until all the ingredients are all incorporated. Add half of flour mixture. Whisk. Add the remaining half and whisk until the texture of the batter becomes smooth.
Dredge the chicken in flour and then dip in batter. Roll it again in flour until completely covered. Fry in medium heat for 7 minutes per side.
Remove from the pot and put in a plate lined with paper towel. This will absorb the oil.
Serve with ketchup or gravy.
Share and enjoy!"
